"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
t8mag09,day_8_monday_daily_survey,,radio,"<font size=""5.5"">9. I desire to <span style=""font-weight:normal;"">(<i>want to</i>)</span> help my <font color=""red"">mother</font> more because I translated for her today

<font color=""green"">Deseo <span style=""font-weight:normal;"">(<i>quiero</i>)</span> ayudarle más a mi <font color=""red"">madre</font> porque traduje para ella el día de hoy</font></font>","0, <font size=""4.5"">  0 I didn't translate for my mother today<br><font color=""green"">No traduje para mi madre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br></font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br></font> | 3, <font size=""4.5"">3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br></font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br></font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br></font>",,,,,,,,RH,,,,
t8mag10,day_8_monday_daily_survey,,radio,"<font size=""5.5"">10. I felt a close bond to my <font color=""red"">mother</font> because I translated for her today

<font color=""green"">Me sentí cercano/a a mi <font color=""red"">madre</font> porque traduje para ella el día de hoy</font></font>","0, <font size=""4.5"">  0 I didn't translate for my mother today<br><font color=""green"">No traduje para mi madre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br></font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br></font> | 3, <font size=""4.5"">3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br></font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br></font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br></font>",,,,,,,,RH,,,,
t8mag11,day_8_monday_daily_survey,,radio,"<font size=""5.5"">11. I thought my <font color=""red"">mother's</font> opinion was important because I translated for her today

<font color=""green"">Pensé que la opinión de mi <font color=""red"">madre</font> era importante porque traduje para ella el día de hoy</font></font>","0, <font size=""4.5"">  0 I didn't translate for my mother today<br><font color=""green"">No traduje para mi madre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br></font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br></font> | 3, <font size=""4.5"">3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br></font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br></font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br></font>",,,,,,,,RH,,,,
t8mag12,day_8_monday_daily_survey,,radio,"<font size=""5.5"">12. I felt more knowledgeable <span style=""font-weight:normal;"">(<i>know more</i>)</span> than my <font color=""red"">mother</font> because I translated for her today

<font color=""green"">Sentí que era más inteligente <span style=""font-weight:normal;"">(<i>sé más</i>)</span> que mi <font color=""red"">madre</font> porque traduje para ella el día de hoy </font></font>","0, <font size=""4.5"">  0 I didn't translate for my mother today<br><font color=""green"">No traduje para mi madre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br></font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br></font> | 3, <font size=""4.5"">3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br></font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br></font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br></font>",,,,,,,,RH,,,,
t8mag13,day_8_monday_daily_survey,,radio,"<font size=""5.5"">13. My <font color=""red"">mother</font> was not in control of the situation when she asked me to translate for her today

<font color=""green"">Mi <font color=""red"">madre</font> no estaba en control de la situación cuando me pidió que tradujera para ella el día de hoy</font></font>","0, <font size=""4.5"">  0 I didn't translate for my mother today<br><font color=""green"">No traduje para mi madre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br></font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br></font> | 3, <font size=""4.5"">3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br></font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br></font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br></font>",,,,,,,,RH,,,,
t8mag14,day_8_monday_daily_survey,,radio,"<font size=""5.5"">14. I felt I was my <font color=""red"">mother's</font> protector because I translated for her today

<font color=""green"">Sentí que yo era el/la protector/a de mi <font color=""red"">madre</font> porque traduje para ella el día de hoy</font></font>","0, <font size=""4.5"">  0 I didn't translate for my mother today<br><font color=""green"">No traduje para mi madre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br></font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br></font> | 3, <font size=""4.5"">3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br></font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br></font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br></font>",,,,,,,,RH,,,,
t8mag15,day_8_monday_daily_survey,,radio,"<font size=""5.5"">15. I was aware of my <font color=""red"">mother's</font> problems because I translated for her today

<font color=""green"">Estuve consciente de los problemas de mi <font color=""red"">madre</font> porque traduje para ella el día de hoy</font></font>","0, <font size=""4.5"">  0 I didn't translate for my mother today<br><font color=""green"">No traduje para mi madre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br></font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br></font> | 3, <font size=""4.5"">3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br></font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br></font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br></font>",,,,,,,,RH,,,,
t8mag16,day_8_monday_daily_survey,,radio,"<font size=""5.5"">16. I became impatient when my <font color=""red"">mother</font> asked me to translate for her today

<font color=""green"">Perdí la paciencia cuando mi <font color=""red"">madre</font> me pidió que tradujera para ella el día de hoy</font></font>","0, <font size=""4.5"">  0 I didn't translate for my mother today<br><font color=""green"">No traduje para mi madre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br></font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br></font> | 3, <font size=""4.5"">3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br></font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br></font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br></font>",,,,,,,,RH,,,,
t8mag17,day_8_monday_daily_survey,,radio,"<font size=""5.5"">17. I felt desperation when my <font color=""red"">mother</font> asked me to translate for her today

<font color=""green"">Sentí desesperación cuando mi <font color=""red"">madre</font> me pidio que tradujera para ella el día de hoy</font></font>","0, <font size=""4.5"">  0 I didn't translate for my mother today<br><font color=""green"">No traduje para mi madre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br></font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br></font> | 3, <font size=""4.5"">3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br></font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br></font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br></font>",,,,,,,,RH,,,,
t8mag18,day_8_monday_daily_survey,,radio,"<font size=""5.5"">18. I would rather have done other things than translate for my <font color=""red"">mother</font> today

<font color=""green"">Hubiera preferido hacer otras cosas que traducir para mi <font color=""red"">madre</font> el día de hoy</font></font>","0, <font size=""4.5"">  0 I didn't translate for my mother today<br><font color=""green"">No traduje para mi madre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br></font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br></font> | 3, <font size=""4.5"">3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br></font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br></font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br></font>",,,,,,,,RH,,,,
t8mag19,day_8_monday_daily_survey,,radio,"<font size=""5.5"">19. Being a translator for my <font color=""red"">mother</font> was important to who I was today

<font color=""green"">Ser traductor/a para mi <font color=""red"">madre</font> fue importante para quien fui el día de hoy</font></font>","0, <font size=""4.5"">  0 I didn't translate for my mother today<br><font color=""green"">No traduje para mi madre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br></font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br></font> | 3, <font size=""4.5"">3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br></font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br></font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br></font>",,,,,,,,RH,,,,
t8mag20,day_8_monday_daily_survey,,radio,"<font size=""5.5"">20. A part of who I was today was being a translator for my <font color=""red"">mother</font>

<font color=""green"">Parte de quien fui el día de hoy fue ser traductor/a para mi <font color=""red"">madre</font></font></font>","0, <font size=""4.5"">  0 I didn't translate for my mother today<br><font color=""green"">No traduje para mi madre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br></font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br></font> | 3, <font size=""4.5"">3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br></font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br></font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br></font>",,,,,,,,RH,,,,
t8mag21,day_8_monday_daily_survey,,radio,"<font size=""5.5"">21. A key part of how I saw myself today was being a translator for my <font color=""red"">mother</font>

<font color=""green"">Una parte clave de cómo me vi el día de hoy fue ser un/a traductor/a para mi <font color=""red"">madre</font></font></font>","0, <font size=""4.5"">  0 I didn't translate for my mother today<br><font color=""green"">No traduje para mi madre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br></font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br></font> | 3, <font size=""4.5"">3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br></font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br></font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br></font>",,,,,,,,RH,,,,
t8s2qa3,day_8_monday_daily_survey,"<font size=""5.5""><center>Section 2B/<font color=""green"">Sección 2B</font></center></font>",descriptive,"<font size=""5.5"">How much do you agree with the following statements about translating from English to Spanish for your <font color=""blue"">father</font> today?

<font color=""green"">¿Qué tan de acuerdo estás con las siguientes declaraciones sobre traducir del inglés al español para tu <font color=""blue"">padre</font> el día de hoy?</font></font>",,,,,,,,,,,,,
t8fag01,day_8_monday_daily_survey,,radio,"<font size=""5.5"">1. When I translated for my <font color=""blue"">father</font> today, it strengthened my Spanish skills

<font color=""green"">Cuando traduje para mi <font color=""blue"">padre</font> el día de hoy, fortalecí mis habilidades en español</font></font>","0, <font size=""4.5"">  0 I didn't translate for my father today<br><font color=""green"">No traduje para mi padre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br></font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br></font> | 3, <font size=""4.5"">3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br></font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br></font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br></font>",,,,,,,,RH,,,,
